dt,Open,High,Low,Close,Volume
2026-02-04 08:00:00,5.29,5.36,5.28,5.33,175068773.0
2026-02-04 12:00:00,5.34,5.36,5.33,5.35,97407162.0
2026-02-05 08:00:00,5.37,5.41,5.35,5.4,145160056.0
2026-02-05 12:00:00,5.4,5.43,5.38,5.4,121183100.0
2026-02-06 08:00:00,5.42,5.43,5.33,5.35,168524896.0
2026-02-06 12:00:00,5.34,5.37,5.33,5.35,103073459.0
2026-02-09 08:00:00,5.33,5.37,5.31,5.35,105491870.0
2026-02-09 12:00:00,5.36,5.38,5.35,5.38,66574084.0
2026-02-10 08:00:00,5.38,5.42,5.36,5.41,118521789.0
2026-02-10 12:00:00,5.41,5.42,5.39,5.41,90718648.0
2026-02-11 08:00:00,5.41,5.42,5.36,5.39,89741113.0
2026-02-11 12:00:00,5.4,5.43,5.39,5.41,80945691.0
2026-02-12 08:00:00,5.41,5.41,5.33,5.34,168095368.0
2026-02-12 12:00:00,5.34,5.35,5.33,5.34,67211015.0
2026-02-13 08:00:00,5.35,5.36,5.31,5.32,87910608.0
2026-02-13 12:00:00,5.33,5.34,5.3,5.31,124062465.0
2026-02-24 08:00:00,5.32,5.32,5.28,5.3,94985421.0
2026-02-24 12:00:00,5.3,5.31,5.29,5.29,62545137.0
2026-02-25 08:00:00,5.29,5.31,5.28,5.3,76905191.0
2026-02-25 12:00:00,5.3,5.31,5.27,5.29,111023015.0
2026-02-26 08:00:00,5.29,5.31,5.26,5.27,83245460.0
2026-02-26 12:00:00,5.27,5.28,5.25,5.27,73145380.0
2026-02-27 08:00:00,5.28,5.29,5.26,5.27,69570616.0
2026-02-27 12:00:00,5.27,5.3,5.27,5.28,72416550.0
2026-03-02 08:00:00,5.28,5.33,5.25,5.32,158346993.0
2026-03-02 12:00:00,5.32,5.33,5.31,5.31,69622163.0
2026-03-03 08:00:00,5.3,5.43,5.28,5.43,322199717.0
2026-03-03 12:00:00,5.42,5.44,5.4,5.42,173374390.0
2026-03-04 08:00:00,5.41,5.42,5.28,5.29,308553770.0
2026-03-04 12:00:00,5.3,5.36,5.29,5.35,115259783.0
